date,return
2011-02,-0.017024522234113437
2011-03,-0.044462675296233156
2011-04,-0.05609913020870538
2011-05,0.08597991720151388
2011-06,0.0016501603527945274
2011-07,0.04609063509429934
2011-08,0.025767588800880148
2011-09,-0.09605708245310696
2011-10,0.035839828207061775
2011-11,0.032617851160310574
2011-12,-0.026014963484727316
2012-01,0.006892531451119233
2012-02,0.01612050757388417
2012-03,0.010601773919195923
2012-04,0.03907114040388837
2012-05,-0.003229052175789393
2012-06,0.04455617316823912
2012-07,-0.017905588440344733
2012-08,-0.008308904425774477
2012-09,-0.04297669876289911
2012-10,-0.04061039800723165
2012-11,-0.006156279429093248
2012-12,-0.01684027304568414
2013-01,0.011130572195817479
2013-02,0.02915164823790728
2013-03,-0.0004379166269441459
2013-04,0.047543333308068814
2013-05,0.009028622660172791
2013-06,-0.05051398095545667
2013-07,0.08479613758817361
2013-08,-0.02690359630332373
2013-09,0.03706850599454614
2013-10,0.023827796219730413
2013-11,0.010109959459359885
2013-12,0.015677706014136206
2014-01,0.051560185593754415
2014-02,-0.0017391073180276218
2014-03,-0.0184121657136751
2014-04,0.0031970558115996806
2014-05,0.03006758445297253
2014-06,0.024279937862487833
2014-07,0.000759121729710488
2014-08,-0.007067822380612099
2014-09,0.021763187721221433
2014-10,-0.0027285394605203184
2014-11,0.004488127945158293
2014-12,-0.024466718413707844
2015-01,0.0022373474150612083
2015-02,-0.03436466644511382
2015-03,0.029358647346901634
2015-04,0.028492794275006172
2015-05,0.03229713455569527
2015-06,-0.04583436449250722
2015-07,-0.032738726709380495
2015-08,0.023003814990168348
2015-09,0.03741647811226034
2015-10,0.036237271041921204
2015-11,-0.015668992340071464
2015-12,0.002546080129592676
2016-01,0.009499706154639798
2016-02,-0.05034247651777013
2016-03,-0.046315245375547986
2016-04,-0.01679997858807214
2016-05,-0.023025344324765773
2016-06,-0.001966952028587987
2016-07,-0.07928237327754306
2016-08,0.020452688968523258
2016-09,0.03517293420155809
2016-10,0.004708025640486335
2016-11,-0.02960738437227073
2016-12,0.02139139006103674
2017-01,0.048181124021134725
2017-02,0.0007119794194394569
2017-03,0.016689455086566163
2017-04,0.013286056118738232
2017-05,0.0315881722442668
2017-06,0.02947994436856738
2017-07,0.058192226037935946
2017-08,-0.01623428294617013
2017-09,0.040538374476667194
2017-10,0.06994897252337107
2017-11,0.04361234540154668
2017-12,0.034895445231801325
2018-01,0.0036558040854817175
2018-02,-0.020558159412013666
2018-03,-0.013028332307598256
2018-04,0.028951603596577558
2018-05,-0.016605873169963425
2018-06,0.02279058904703457
2018-07,-0.007730196795301625
2018-08,-0.013727053021361457
2018-09,0.008474751636728284
2018-10,-0.02440908466703151
2018-11,-0.10359559761639792
2018-12,-0.05123455171493352
2019-01,0.029359321166096075
2019-02,-0.05794801797736571
2019-03,-0.030322139438000772
2019-04,-0.004398978435211864
2019-05,2.089224705259518e-05
2019-06,-0.005211919338037774
2019-07,0.028800707274282633
2019-08,0.027435951506117995
2019-09,0.00453950217521748
2019-10,0.03133684258373104
2019-11,0.006123467988003117
2019-12,-0.005049227787030874
2020-01,-0.03007675077817551
2020-02,0.01172796095865114
2020-03,-0.08061553892684836
2020-04,-0.06613833587343532
2020-05,-0.04715846129684975
2020-06,-0.06285623465763956
2020-07,-0.019560357536446693
2020-08,-0.02262849452099036
2020-09,0.07132996355870902
2020-10,0.010763841639295668
2020-11,0.03668630582220156
2020-12,0.02173990634216416
2021-01,0.018230414552828256
2021-02,0.002576160469251798
2021-03,-0.038891411529695885
2021-04,0.019261395135210746
2021-05,0.04856988685922259
2021-06,-0.00909994201251263
2021-07,0.007461903331615671
2021-08,0.0285130801772302
2021-09,0.039612838923028804
2021-10,0.059080561146251265
2021-11,-0.057879478085153924
2021-12,0.015568309848844164
2022-01,0.12152544730944626
2022-02,0.09275620590249534
2022-03,0.04968112256218293
2022-04,0.015880977084993697
2022-05,0.021205689447824083
2022-06,-0.017929170874343203
2022-07,-0.01410483709853727
2022-08,-0.037471438192806183
2022-09,0.03647773220651729
2022-10,-0.05188497881821674
2022-11,-0.05737099252166766
2022-12,-0.043605726688605406
2023-01,-0.09880285377319675
2023-02,-0.01589982368153775
2023-03,0.12277998482556085
2023-04,0.02218609212173117
2023-05,0.0002675943572256756
2023-06,-0.01917626327763111
2023-07,0.02595046641366494
2023-08,0.008401544249910131
2023-09,-0.04356557510847181
2023-10,-0.006502175667111865
2023-11,0.03986598282054277
2023-12,-0.02110672702805605
2024-01,0.03391060698080417
2024-02,-0.04059989054757729
2024-03,-0.003863961148268036
2024-04,0.04616450584215248
2024-05,-0.05987762005337638
2024-06,0.039488677772145264
2024-07,0.019362568689155868
2024-08,0.0028457495389697662
2024-09,0.00229862186228047
2024-10,0.1437503086885914
2024-11,0.009827238645178316
2024-12,-0.0017052880607177912
2025-01,0.03836649107258849
2025-02,0.0699890722022325
2025-03,-0.011947497961273701
2025-04,-0.032731267320794455
2025-05,0.0814390988691065
2025-06,-0.03213343878672503
2025-07,-0.054243209828400585
2025-08,0.030867934624704052
2025-09,-0.016172835225117144
2025-10,0.004717366457468675
2025-11,0.04352463316732691
2025-12,-0.07809433818919953
2026-01,-0.10675872764692151
2026-02,0.03427834763500015
2026-03,-0.18821052093926627
2026-04,0.049691496635372756
