date,nav,daily_return,regime,n_positions,gross_exposure,costs
2014-01-24,1039599.86,0.017427,Reflation,11,1086785.4,85.47
2014-01-27,1035730.61,-0.003722,Reflation,10,996212.4,40.76
2014-01-28,1045420.79,0.009356,Reflation,11,1166286.11,74.28
2014-01-29,1053628.21,0.007851,Reflation,9,1099427.8,73.76
2014-01-30,1051274.41,-0.002234,Reflation,9,1073065.7,35.22
2014-01-31,1046742.66,-0.004311,Stagflation,10,1118362.88,45.17
2014-02-03,1037900.66,-0.008447,Stagflation,7,827784.26,112.42
2014-02-04,1052052.81,0.013635,Stagflation,6,644116.99,56.1
2014-02-05,1046478.72,-0.005298,Stagflation,7,710868.51,34.57
2014-02-06,1045335.46,-0.001092,Stagflation,7,717849.51,28.77
2014-02-07,1042399.69,-0.002808,Stagflation,9,948496.8,68.74
2014-02-10,1036114.94,-0.006029,Stagflation,9,1055340.32,69.45
2014-02-11,1040530.0,0.004261,Stagflation,7,894626.2,78.87
2014-02-12,1044057.22,0.00339,Stagflation,11,1183784.45,122.76
2014-02-13,1052617.88,0.008199,Stagflation,11,1262367.2,50.49
2014-02-14,1041537.71,-0.010526,Stagflation,9,1066397.7,106.53
2014-02-18,1041004.85,-0.000512,Stagflation,10,1082051.2,55.86
2014-02-19,1051542.13,0.010122,Stagflation,9,1200647.06,51.11
2014-02-20,1050008.08,-0.001459,Stagflation,8,994077.19,58.2
2014-02-21,1050523.07,0.00049,Stagflation,9,1302226.11,62.11
2014-02-24,1038635.81,-0.011316,Stagflation,9,922552.71,88.15
2014-02-25,1030154.92,-0.008165,Stagflation,7,852300.2,112.41
2014-02-26,1030027.47,-0.000124,Stagflation,7,1048371.14,45.99
2014-02-27,1015109.55,-0.014483,Stagflation,8,1083893.5,75.23
2014-02-28,1022883.95,0.007659,Reflation,8,1160530.37,56.59
2014-03-03,1009151.69,-0.013425,Reflation,9,1154491.59,54.66
2014-03-04,1019858.18,0.010609,Reflation,9,1228108.0,58.39
2014-03-05,1012522.13,-0.007193,Reflation,8,885276.09,69.06
2014-03-06,1013497.58,0.000963,Reflation,9,1024154.25,50.42
2014-03-07,1010754.68,-0.002706,Reflation,9,951314.35,15.8
2014-03-10,1010804.69,4.9e-05,Reflation,10,1072916.56,30.28
2014-03-11,1007912.58,-0.002861,Reflation,10,1047145.5,72.65
2014-03-12,993501.39,-0.014298,Reflation,10,931155.59,61.09
2014-03-13,994483.14,0.000988,Reflation,10,865838.54,19.55
2014-03-14,994007.51,-0.000478,Reflation,9,860644.91,31.78
2014-03-17,1001592.11,0.00763,Reflation,9,866805.2,15.1
2014-03-18,1004350.72,0.002754,Reflation,10,1100068.59,97.73
2014-03-19,1012710.76,0.008324,Reflation,10,1069492.61,15.99
2014-03-20,1007025.94,-0.005613,Reflation,9,1050357.6,41.5
2014-03-21,1001117.64,-0.005867,Reflation,9,944203.81,49.11
2014-03-24,1002378.38,0.001259,Reflation,8,918817.79,20.52
2014-03-25,1011199.57,0.0088,Reflation,8,924314.61,36.98
2014-03-26,1014311.61,0.003078,Reflation,9,937566.61,65.77
2014-03-27,1026634.07,0.012149,Reflation,8,1027899.6,39.75
2014-03-28,1021547.21,-0.004955,Reflation,9,1187019.3,51.47
2014-03-31,1019397.1,-0.002105,Reflation,9,1054562.49,128.29
2014-04-01,1016268.42,-0.003069,Reflation,8,869123.39,57.81
2014-04-02,1016334.65,6.5e-05,Reflation,9,1080348.19,121.56
2014-04-03,1021578.41,0.005159,Reflation,8,906816.09,115.04
2014-04-04,1019496.34,-0.002038,Reflation,8,922015.09,70.58
2014-04-07,1021059.26,0.001533,Reflation,10,1064638.26,143.16
2014-04-08,1021682.6,0.00061,Reflation,8,869551.68,51.99
2014-04-09,1022657.39,0.000954,Reflation,8,886902.8,59.1
2014-04-10,1019895.52,-0.002701,Reflation,8,705081.49,86.87
2014-04-11,1017675.21,-0.002177,Reflation,9,795364.39,83.42
2014-04-14,1018402.33,0.000714,Reflation,8,692974.2,103.58
2014-04-15,1015077.55,-0.003265,Reflation,10,887642.2,68.47
2014-04-16,1013305.38,-0.001746,Reflation,7,531733.75,137.67
2014-04-17,1007954.72,-0.00528,Reflation,7,670658.65,39.26
2014-04-21,1003493.68,-0.004426,Reflation,7,772701.0,84.39
2014-04-22,1001425.76,-0.002061,Reflation,8,891932.45,87.44
2014-04-23,1002688.92,0.001261,Reflation,7,752440.0,56.98
2014-04-24,1008252.8,0.005549,Reflation,9,745208.49,110.36
2014-04-25,1012386.44,0.0041,Reflation,9,948101.89,101.47
2014-04-28,1011902.1,-0.000478,Reflation,8,875568.33,163.83
2014-04-29,1011812.11,-8.9e-05,Reflation,7,854292.49,151.78
2014-04-30,1011332.94,-0.000474,Stagflation,7,936493.99,121.16
2014-05-01,1012447.34,0.001102,Stagflation,8,1011172.59,92.61
2014-05-02,1011007.76,-0.001422,Stagflation,8,968967.49,112.2
2014-05-05,1009846.52,-0.001149,Stagflation,7,914155.51,153.73
2014-05-06,1007698.84,-0.002127,Stagflation,8,951460.0,56.67
2014-05-07,1016876.79,0.009108,Stagflation,7,667194.99,85.06
2014-05-08,1013835.45,-0.002991,Stagflation,6,705041.0,51.34
2014-05-09,1011887.6,-0.001921,Stagflation,9,1132544.62,130.34
2014-05-12,998969.79,-0.012766,Stagflation,9,1287979.51,78.91
2014-05-13,998701.35,-0.000269,Stagflation,9,1230703.97,24.45
2014-05-14,993332.65,-0.005376,Stagflation,9,1261004.71,60.5
2014-05-15,1004220.47,0.010961,Stagflation,10,1392105.19,82.17
2014-05-16,1004665.25,0.000443,Stagflation,10,1338194.71,47.2
2014-05-19,1006314.58,0.001642,Stagflation,8,1264644.06,37.3
2014-05-20,1013365.37,0.007007,Stagflation,8,1162959.0,73.9
2014-05-21,1014004.09,0.00063,Stagflation,8,1113962.36,68.0
2014-05-22,1004296.31,-0.009574,Stagflation,8,963603.0,95.75
2014-05-23,1005662.97,0.001361,Stagflation,9,828880.5,71.33
2014-05-27,1010741.99,0.00505,Stagflation,7,899517.75,107.73
2014-05-28,1012714.12,0.001951,Stagflation,7,908715.99,116.38
2014-05-29,1016404.68,0.003644,Stagflation,8,920162.51,14.42
2014-05-30,1020704.39,0.00423,Stagflation,9,1165281.98,66.81
2014-06-02,1022166.95,0.001433,Stagflation,8,1086012.48,68.16
2014-06-03,1025873.35,0.003626,Stagflation,8,1119274.66,92.34
2014-06-04,1031870.22,0.005846,Stagflation,8,892244.24,70.61
2014-06-05,1033793.74,0.001864,Stagflation,8,867178.11,94.74
2014-06-06,1035239.94,0.001399,Stagflation,8,880671.5,107.9
2014-06-09,1030934.76,-0.004159,Stagflation,9,873133.36,102.42
2014-06-10,1021881.79,-0.008781,Stagflation,9,803396.5,25.84
2014-06-11,1020026.49,-0.001816,Stagflation,8,840247.0,113.19
2014-06-12,1038006.21,0.017627,Stagflation,8,728301.0,157.78
2014-06-13,1039506.96,0.001446,Stagflation,8,849100.18,134.27
2014-06-16,1038811.04,-0.000669,Stagflation,8,786579.29,26.81
2014-06-17,1039645.54,0.000803,Stagflation,8,633639.75,86.58
2014-06-18,1039932.38,0.000276,Stagflation,11,1023131.87,111.16
2014-06-19,1033722.36,-0.005972,Stagflation,11,1129774.3,44.07
2014-06-20,1028098.38,-0.005441,Stagflation,10,1108670.56,136.24
2014-06-23,1025027.65,-0.002987,Stagflation,10,1106141.64,21.62
2014-06-24,1028892.96,0.003771,Stagflation,9,930875.95,124.78
2014-06-25,1031287.24,0.002327,Stagflation,9,932193.84,61.32
2014-06-26,1024842.68,-0.006249,Stagflation,10,1000450.1,77.81
2014-06-27,1029183.69,0.004236,Stagflation,10,1003153.69,38.87
2014-06-30,1034459.59,0.005126,Stagflation,9,974393.59,54.7
2014-07-01,1041003.96,0.006326,Stagflation,9,962143.89,81.84
2014-07-02,1040017.4,-0.000948,Stagflation,10,1076004.19,99.75
2014-07-03,1041112.12,0.001053,Stagflation,10,1070061.81,55.7
2014-07-07,1035399.41,-0.005487,Stagflation,11,1035103.0,85.01
2014-07-08,1039227.98,0.003698,Stagflation,10,1021716.19,53.23
2014-07-09,1040042.0,0.000783,Stagflation,10,970456.2,57.48
2014-07-10,1040830.89,0.000759,Stagflation,11,1081927.8,95.7
2014-07-11,1047662.27,0.006563,Stagflation,11,1132476.04,40.64
2014-07-14,1039156.43,-0.008119,Stagflation,10,1010299.01,106.63
2014-07-15,1046991.6,0.00754,Stagflation,8,961500.7,162.63
2014-07-16,1044308.68,-0.002563,Stagflation,10,1059621.08,99.14
2014-07-17,1039583.57,-0.004525,Stagflation,11,1040949.31,39.91
2014-07-18,1039380.75,-0.000195,Stagflation,11,1052850.49,50.1
2014-07-21,1036437.55,-0.002832,Stagflation,11,1121157.9,43.55
2014-07-22,1034314.99,-0.002048,Stagflation,11,1067798.04,65.69
2014-07-23,1033474.69,-0.000812,Stagflation,11,1082708.0,42.33
2014-07-24,1033750.68,0.000267,Stagflation,10,1156465.38,65.11
2014-07-25,1028784.96,-0.004804,Stagflation,11,1110020.98,44.63
2014-07-28,1028322.05,-0.00045,Stagflation,11,1202539.69,66.71
2014-07-29,1028851.63,0.000515,Stagflation,10,1192704.19,66.94
2014-07-30,1033152.84,0.004181,Stagflation,10,1297116.82,22.19
2014-07-31,1032787.09,-0.000354,Reflation,10,1121342.9,50.63
2014-08-01,1035090.29,0.00223,Reflation,9,1020696.06,28.17
2014-08-04,1036140.8,0.001015,Reflation,10,1170781.46,47.06
2014-08-05,1032139.79,-0.003861,Reflation,9,1148465.8,43.67
2014-08-06,1034828.68,0.002605,Reflation,10,1114691.95,43.19
2014-08-07,1034578.52,-0.000242,Reflation,9,1094013.9,29.98
2014-08-08,1037936.19,0.003245,Reflation,9,967990.8,71.41
2014-08-11,1038136.51,0.000193,Reflation,9,990493.39,12.57
2014-08-12,1038432.8,0.000285,Reflation,7,1051095.0,153.63
2014-08-13,1026415.97,-0.011572,Reflation,7,877843.01,74.86
2014-08-14,1027909.45,0.001455,Reflation,9,1035425.45,69.98
2014-08-15,1022457.36,-0.005304,Reflation,8,1009103.49,92.34
2014-08-18,1023331.84,0.000855,Reflation,8,904697.99,60.51
2014-08-19,1027138.68,0.00372,Reflation,9,1008971.2,85.98
2014-08-20,1025280.01,-0.00181,Reflation,9,929074.6,83.27
2014-08-21,1026926.51,0.001606,Reflation,7,677952.5,79.09
2014-08-22,1025001.09,-0.001875,Reflation,9,905180.28,78.61
2014-08-25,1032195.26,0.007019,Reflation,9,937584.91,133.6
2014-08-26,1029546.24,-0.002566,Reflation,7,820728.89,122.71
2014-08-27,1027076.6,-0.002399,Reflation,9,1081542.01,112.54
2014-08-28,1024750.3,-0.002265,Reflation,9,1126151.14,114.29
2014-08-29,1022013.91,-0.00267,Reflation,9,1184381.19,16.85
2014-09-02,1032506.12,0.010266,Stagflation,9,1195515.9,62.61
2014-09-03,1021647.28,-0.010517,Stagflation,9,1260799.85,111.65
2014-09-04,1029076.91,0.007272,Stagflation,10,1277333.6,87.88
2014-09-05,1032979.06,0.003792,Stagflation,11,1369471.21,76.53
2014-09-08,1029514.21,-0.003354,Stagflation,11,1256547.1,78.69
2014-09-09,1020674.69,-0.008586,Stagflation,11,1190579.31,18.34
2014-09-10,1021561.44,0.000869,Stagflation,11,1126851.35,54.85
2014-09-11,1018177.75,-0.003312,Stagflation,10,1102553.39,76.72
2014-09-12,1024928.0,0.00663,Stagflation,10,1149219.7,96.88
2014-09-15,1038370.47,0.013116,Stagflation,11,1157996.2,170.04
2014-09-16,1039965.62,0.001536,Stagflation,9,1080605.2,92.96
2014-09-17,1040753.44,0.000758,Stagflation,12,1279371.85,71.62
2014-09-18,1039063.25,-0.001624,Stagflation,8,841631.75,129.89
2014-09-19,1038561.25,-0.000483,Stagflation,9,1050043.81,89.29
2014-09-22,1033618.32,-0.004759,Stagflation,9,1003610.8,71.54
2014-09-23,1039386.73,0.005581,Stagflation,10,986809.63,71.07
2014-09-24,1040676.69,0.001241,Stagflation,9,1024723.6,40.74
2014-09-25,1041106.8,0.000413,Stagflation,9,997330.49,80.29
2014-09-26,1032969.63,-0.007816,Stagflation,10,972141.8,78.17
2014-09-29,1037829.95,0.004705,Stagflation,11,968626.29,92.49
2014-09-30,1032057.95,-0.005562,Stagflation,10,922041.56,54.24
2014-10-01,1026751.96,-0.005141,Stagflation,10,928284.4,43.57
2014-10-02,1017092.93,-0.009407,Stagflation,9,881914.15,64.34
2014-10-03,1008793.8,-0.00816,Stagflation,11,1296117.49,106.24
2014-10-06,1019221.8,0.010337,Stagflation,10,1158701.53,56.78
2014-10-07,1022991.64,0.003699,Stagflation,10,1153227.58,104.56
2014-10-08,1019522.86,-0.003391,Stagflation,10,1183306.29,28.0
2014-10-09,1027065.28,0.007398,Stagflation,10,1169700.62,79.6
2014-10-10,1021078.81,-0.005829,Stagflation,8,1012373.5,77.85
2014-10-13,1022161.15,0.00106,Stagflation,11,1151419.95,68.11
2014-10-14,1026080.93,0.003835,Stagflation,11,1075836.41,62.59
2014-10-15,1026485.88,0.000395,Stagflation,11,999259.65,57.04
2014-10-16,1020079.86,-0.006241,Stagflation,12,1243465.4,58.42
2014-10-17,1024321.1,0.004158,Stagflation,10,1234588.8,69.74
2014-10-20,1018202.68,-0.005973,Stagflation,10,1200910.81,51.44
2014-10-21,1027463.98,0.009096,Stagflation,10,1205326.78,57.46
2014-10-22,1021085.35,-0.006208,Stagflation,11,1258956.4,67.79
2014-10-23,1020119.86,-0.000946,Stagflation,10,1183298.58,54.68
2014-10-24,1016326.69,-0.003718,Stagflation,10,1238302.3,34.89
2014-10-27,1009433.9,-0.006782,Stagflation,11,1080723.91,76.8
2014-10-28,1017832.0,0.00832,Stagflation,11,1043325.44,26.69
2014-10-29,1020509.75,0.002631,Stagflation,11,1035483.4,15.2
2014-10-30,1023033.11,0.002473,Stagflation,10,1163632.5,79.34
2014-10-31,1024447.65,0.001383,Reflation,9,916348.99,84.97
2014-11-03,1034759.07,0.010065,Reflation,8,929092.44,80.84
2014-11-04,1041960.52,0.00696,Reflation,8,850537.51,36.86
2014-11-05,1043556.87,0.001532,Reflation,9,915623.39,83.54
2014-11-06,1047545.41,0.003822,Reflation,10,864108.46,36.25
2014-11-07,1050003.28,0.002346,Reflation,8,951217.8,80.33
2014-11-10,1043697.25,-0.006006,Reflation,10,1066353.08,156.63
2014-11-11,1045142.25,0.001384,Reflation,11,988617.7,113.22
2014-11-12,1045620.98,0.000458,Reflation,11,1120858.54,81.46
2014-11-13,1056154.67,0.010074,Reflation,11,1121092.14,99.21
2014-11-14,1068476.62,0.011667,Reflation,12,1119677.2,80.51
2014-11-17,1071424.55,0.002759,Reflation,12,1121966.89,110.88
2014-11-18,1076083.02,0.004348,Reflation,12,1096425.49,17.4
2014-11-19,1080962.08,0.004534,Reflation,12,1169928.7,32.85
2014-11-20,1077320.17,-0.003369,Reflation,10,1221906.45,66.44
2014-11-21,1081242.2,0.003641,Reflation,12,1260517.01,71.47
2014-11-24,1080546.11,-0.000644,Reflation,12,1187880.3,50.28
2014-11-25,1082271.82,0.001597,Reflation,12,1277584.8,78.79
2014-11-26,1083581.15,0.00121,Reflation,12,1441112.21,44.26
2014-11-28,1093817.39,0.009447,Reflation,11,1154794.99,69.96
2014-12-01,1116721.78,0.02094,Goldilocks,11,962099.85,84.01
2014-12-02,1127643.74,0.00978,Goldilocks,11,906902.06,26.34
2014-12-03,1129284.71,0.001455,Goldilocks,11,1160953.29,127.48
2014-12-04,1129440.77,0.000138,Goldilocks,10,962941.15,115.49
2014-12-05,1135903.84,0.005722,Goldilocks,10,831573.64,106.25
2014-12-08,1136941.91,0.000914,Goldilocks,8,667508.84,118.82
2014-12-09,1134372.39,-0.00226,Goldilocks,11,1095578.26,85.61
2014-12-10,1143556.05,0.008096,Goldilocks,11,967677.6,89.49
2014-12-11,1143010.88,-0.000477,Goldilocks,10,768240.59,85.16
2014-12-12,1148947.65,0.005194,Goldilocks,9,682933.6,50.83
2014-12-15,1155184.28,0.005428,Goldilocks,11,768492.2,54.77
2014-12-16,1162326.06,0.006182,Goldilocks,9,514412.5,50.82
2014-12-17,1159567.49,-0.002373,Goldilocks,8,521204.01,69.48
2014-12-18,1163972.23,0.003799,Goldilocks,10,618796.29,52.86
2014-12-19,1159862.93,-0.00353,Goldilocks,10,858117.41,111.4
2014-12-22,1164610.08,0.004093,Goldilocks,11,932988.54,67.69
2014-12-23,1159831.88,-0.004103,Goldilocks,10,977552.3,29.87
2014-12-24,1171651.05,0.01019,Goldilocks,12,816215.09,77.48
2014-12-26,1180004.66,0.00713,Goldilocks,9,634041.3,108.78
2014-12-29,1180696.77,0.000587,Goldilocks,10,905495.2,91.99
2014-12-30,1190337.86,0.008166,Goldilocks,9,967937.1,90.48
2014-12-31,1201232.28,0.009152,Deflation,9,682905.71,141.74
2015-01-02,1204945.89,0.003091,Deflation,9,595103.65,63.2
2015-01-05,1217247.13,0.010209,Deflation,8,431231.0,71.51
2015-01-06,1218602.96,0.001114,Deflation,7,474175.01,45.18
2015-01-07,1219523.71,0.000756,Deflation,9,705195.0,46.74
2015-01-08,1220648.67,0.000922,Deflation,7,541340.0,42.55
2015-01-09,1222483.08,0.001503,Deflation,7,596064.25,37.35
2015-01-12,1230805.35,0.006808,Deflation,9,550908.5,71.95
2015-01-13,1234970.1,0.003384,Deflation,7,555347.51,103.26
2015-01-14,1223291.26,-0.009457,Deflation,8,627823.91,46.85
2015-01-15,1224450.82,0.000948,Deflation,9,635341.99,74.04
2015-01-16,1216383.91,-0.006588,Deflation,8,546880.51,43.4
2015-01-20,1231016.86,0.01203,Deflation,8,444232.0,62.8
2015-01-21,1227088.48,-0.003191,Deflation,9,566747.01,89.37
2015-01-22,1230087.17,0.002444,Deflation,8,456265.76,35.81
2015-01-23,1230839.44,0.000612,Deflation,10,917077.31,114.23
2015-01-26,1242655.34,0.0096,Deflation,9,719097.64,40.51
2015-01-27,1234466.66,-0.00659,Deflation,9,909804.7,62.86
2015-01-28,1251598.34,0.013878,Deflation,10,752967.25,55.53
2015-01-29,1252202.79,0.000483,Deflation,8,700656.22,116.63
2015-01-30,1241411.28,-0.008618,Deflation,12,1030425.8,148.22
2015-02-02,1219349.04,-0.017772,Deflation,11,1050735.4,81.43
2015-02-03,1199663.49,-0.016144,Deflation,12,1092864.59,50.75
2015-02-04,1229277.98,0.024686,Deflation,12,1109818.0,65.52
2015-02-05,1220981.84,-0.006749,Deflation,12,1103084.99,60.15
2015-02-06,1202254.33,-0.015338,Deflation,11,1082816.09,43.39
2015-02-09,1201173.75,-0.000899,Deflation,11,1140192.62,29.61
2015-02-10,1207219.81,0.005033,Deflation,10,1083308.85,51.93
2015-02-11,1210787.3,0.002955,Deflation,11,1138746.0,62.11
2015-02-12,1202872.35,-0.006537,Deflation,12,941280.9,96.05
2015-02-13,1202906.64,2.9e-05,Deflation,12,1115617.7,100.16
2015-02-17,1181392.04,-0.017886,Deflation,12,1084404.24,65.8
2015-02-18,1184929.98,0.002995,Deflation,11,1033531.5,13.55
2015-02-19,1185893.0,0.000813,Deflation,12,1120053.26,26.5
2015-02-20,1173117.63,-0.010773,Deflation,12,1042343.51,51.38
2015-02-23,1175032.64,0.001632,Deflation,12,992252.7,13.79
2015-02-24,1185535.42,0.008938,Deflation,11,963749.19,63.71
2015-02-25,1174299.42,-0.009478,Deflation,12,949291.11,50.59
2015-02-26,1187989.7,0.011658,Deflation,12,1097791.38,64.53
2015-02-27,1166042.74,-0.018474,Deflation,12,1096817.0,56.55
2015-03-02,1186536.38,0.017575,Deflation,12,1097927.69,19.15
2015-03-03,1174488.43,-0.010154,Deflation,12,1294981.09,54.61
2015-03-04,1175126.89,0.000544,Deflation,11,1047541.0,61.76
2015-03-05,1174882.6,-0.000208,Deflation,12,1087270.2,45.57
2015-03-06,1166360.74,-0.007253,Deflation,11,1276333.79,56.78
2015-03-09,1182458.82,0.013802,Deflation,11,1242050.39,68.22
2015-03-10,1183020.42,0.000475,Deflation,11,1141794.21,37.58
2015-03-11,1167138.75,-0.013425,Deflation,12,1268239.39,34.49
2015-03-12,1183593.07,0.014098,Deflation,11,1177952.75,64.88
2015-03-13,1195220.89,0.009824,Deflation,11,1113567.54,40.98
2015-03-16,1203372.67,0.00682,Deflation,11,1225736.37,55.43
2015-03-17,1186566.42,-0.013966,Deflation,11,1097260.91,42.75
2015-03-18,1169224.74,-0.014615,Deflation,10,1237813.1,62.16
2015-03-19,1197154.62,0.023888,Deflation,10,1170358.3,22.71
2015-03-20,1215347.91,0.015197,Deflation,10,1072190.31,54.21
2015-03-23,1215739.66,0.000322,Deflation,11,1241444.6,75.63
2015-03-24,1214848.27,-0.000733,Deflation,11,1226843.69,57.58
2015-03-25,1212694.53,-0.001773,Deflation,11,1268828.0,51.03
2015-03-26,1204770.72,-0.006534,Deflation,12,1310218.5,38.11
2015-03-27,1209398.91,0.003842,Deflation,11,1243020.5,48.93
2015-03-30,1195116.91,-0.011809,Deflation,10,1147841.16,47.73
2015-03-31,1200504.94,0.004508,Deflation,10,1134162.99,53.12
2015-04-01,1207128.29,0.005517,Deflation,10,1104997.15,85.25
2015-04-02,1204796.56,-0.001932,Deflation,10,1093577.51,82.29
2015-04-06,1219268.35,0.012012,Deflation,10,1250844.0,100.3
2015-04-07,1210105.24,-0.007515,Deflation,11,1260717.31,67.31
2015-04-08,1230366.82,0.016744,Deflation,11,1196291.86,117.59
2015-04-09,1235681.87,0.00432,Deflation,10,1153382.99,131.55
2015-04-10,1234710.51,-0.000786,Deflation,11,1140753.1,38.89
2015-04-13,1230627.29,-0.003307,Deflation,11,1288000.2,54.61
2015-04-14,1217370.2,-0.010773,Deflation,12,1351317.65,118.02
2015-04-15,1194671.25,-0.018646,Deflation,12,1304411.84,24.75
2015-04-16,1200518.41,0.004894,Deflation,11,1219451.54,55.84
2015-04-17,1197321.39,-0.002663,Deflation,12,1164747.38,46.23
2015-04-20,1185818.02,-0.009608,Deflation,12,1117508.96,61.77
2015-04-21,1193231.01,0.006251,Deflation,12,1335895.1,49.87
2015-04-22,1175778.67,-0.014626,Deflation,12,1301864.37,44.34
2015-04-23,1173435.35,-0.001993,Deflation,12,1404435.69,51.14
2015-04-24,1176080.2,0.002254,Deflation,12,1317271.91,40.16
2015-04-27,1198581.99,0.019133,Deflation,12,1426133.79,26.28
2015-04-28,1202316.59,0.003116,Deflation,12,1415463.8,11.92
2015-04-29,1194309.91,-0.006659,Deflation,12,1375500.01,39.01
2015-04-30,1182033.49,-0.010279,Stagflation,11,1427539.15,52.9
2015-05-01,1185740.74,0.003136,Stagflation,12,1564911.25,36.54
2015-05-04,1191621.15,0.004959,Stagflation,11,1348858.79,53.64
2015-05-05,1192523.29,0.000757,Stagflation,12,1490009.78,31.85
2015-05-06,1188730.8,-0.00318,Stagflation,12,1441697.38,9.89
2015-05-07,1197522.9,0.007396,Stagflation,12,1355536.0,17.31
2015-05-08,1196549.43,-0.000813,Stagflation,11,1278368.59,49.45
2015-05-11,1196259.73,-0.000242,Stagflation,12,1478332.37,44.52
2015-05-12,1190634.31,-0.004703,Stagflation,12,1314773.41,37.62
2015-05-13,1201120.06,0.008807,Stagflation,12,1254152.71,25.48
2015-05-14,1201299.91,0.00015,Stagflation,12,1324739.19,45.65
2015-05-15,1208100.26,0.005661,Stagflation,12,1328503.69,28.13
2015-05-18,1210752.83,0.002196,Stagflation,12,1341656.81,38.34
2015-05-19,1206934.32,-0.003154,Stagflation,12,1190004.65,43.91
2015-05-20,1203662.99,-0.00271,Stagflation,12,1268032.2,22.52
2015-05-21,1194584.66,-0.007542,Stagflation,12,1300644.11,45.93
2015-05-22,1199926.63,0.004472,Stagflation,12,1168930.07,34.82
2015-05-26,1207808.86,0.006569,Stagflation,11,1225566.83,52.56
2015-05-27,1208547.12,0.000611,Stagflation,11,1292256.01,15.6
2015-05-28,1214078.9,0.004577,Stagflation,11,1367688.2,34.01
2015-05-29,1200569.57,-0.011127,Stagflation,12,1371120.2,50.45
2015-06-01,1202063.97,0.001245,Stagflation,12,1471743.69,29.58
2015-06-02,1198134.14,-0.003269,Stagflation,11,1626060.18,67.95
2015-06-03,1201166.58,0.002531,Stagflation,10,1447251.2,53.04
2015-06-04,1199394.16,-0.001476,Stagflation,11,1568146.27,68.26
2015-06-05,1195231.68,-0.00347,Stagflation,11,1543070.18,44.8
2015-06-08,1190838.65,-0.003675,Stagflation,10,1591663.49,52.46
2015-06-09,1171684.19,-0.016085,Stagflation,11,1504937.41,47.05
2015-06-10,1168219.37,-0.002957,Stagflation,11,1494867.05,49.12
2015-06-11,1159344.4,-0.007597,Stagflation,11,1601352.91,33.82
2015-06-12,1164137.58,0.004134,Stagflation,11,1634039.16,24.08
2015-06-15,1161826.78,-0.001985,Stagflation,10,1430497.7,86.49
2015-06-16,1148924.77,-0.011105,Stagflation,11,1420921.49,16.2
2015-06-17,1146631.42,-0.001996,Stagflation,12,1407101.59,49.35
2015-06-18,1153814.1,0.006264,Stagflation,12,1497485.11,43.85
2015-06-19,1152413.14,-0.001214,Stagflation,12,1456026.0,21.06
2015-06-22,1148511.05,-0.003386,Stagflation,11,1544241.41,51.89
2015-06-23,1145996.44,-0.002189,Stagflation,12,1550087.6,33.82
2015-06-24,1155074.65,0.007922,Stagflation,11,1445920.52,33.7
2015-06-25,1148398.49,-0.00578,Stagflation,12,1446395.94,61.55
2015-06-26,1150244.73,0.001608,Stagflation,12,1523113.59,35.11
2015-06-29,1151552.68,0.001137,Stagflation,11,1490554.09,46.35
2015-06-30,1133639.85,-0.015555,Stagflation,10,1418140.97,40.24
2015-07-01,1150239.08,0.014642,Stagflation,10,1247579.84,45.37
2015-07-02,1145371.02,-0.004232,Stagflation,11,1432423.61,49.55
2015-07-06,1152202.07,0.005964,Stagflation,11,1309957.21,141.14
2015-07-07,1128047.15,-0.020964,Stagflation,11,1433991.4,89.72
2015-07-08,1143288.98,0.013512,Stagflation,9,1399521.39,75.69
2015-07-09,1145764.91,0.002166,Stagflation,8,1299211.42,38.07
2015-07-10,1144913.97,-0.000743,Stagflation,9,1247044.0,54.57
2015-07-13,1143621.32,-0.001129,Stagflation,8,807824.2,91.24
2015-07-14,1143410.6,-0.000184,Stagflation,10,1146984.66,68.55
2015-07-15,1136616.28,-0.005942,Stagflation,10,1155547.38,72.88
2015-07-16,1138985.38,0.002084,Stagflation,10,938569.66,69.51
2015-07-17,1133447.09,-0.004862,Stagflation,12,1166385.14,115.0
2015-07-20,1136129.82,0.002367,Stagflation,12,1243219.39,42.02
2015-07-21,1127271.63,-0.007797,Stagflation,11,1075209.35,66.25
2015-07-22,1123470.77,-0.003372,Stagflation,9,1123881.55,67.35
2015-07-23,1126734.37,0.002905,Stagflation,10,1132301.39,64.6
2015-07-24,1123767.39,-0.002633,Stagflation,11,1255066.55,36.6
2015-07-27,1126580.15,0.002503,Stagflation,10,1231619.31,68.55
2015-07-28,1131457.13,0.004329,Stagflation,9,1051100.61,64.22
2015-07-29,1127426.65,-0.003562,Stagflation,9,1038129.18,9.88
2015-07-30,1131399.62,0.003524,Stagflation,9,1167400.74,94.23
2015-07-31,1137861.0,0.005711,Goldilocks,8,1074159.76,79.62
2015-08-03,1157229.36,0.017022,Goldilocks,9,912130.5,97.63
2015-08-04,1155409.56,-0.001573,Goldilocks,11,998034.4,93.29
2015-08-05,1159002.31,0.00311,Goldilocks,9,1044400.0,84.63
2015-08-06,1156632.95,-0.002044,Goldilocks,9,1071567.79,24.59
2015-08-07,1161899.26,0.004553,Goldilocks,9,1026639.46,37.52
2015-08-10,1157340.45,-0.003924,Goldilocks,9,882419.2,31.81
2015-08-11,1161031.63,0.003189,Goldilocks,10,996187.21,67.22
